##Databases: KEGG PATHWAY, Reactome
##Statistical test method: hypergeometric test / Fisher's exact test
##FDR correction method: Benjamini and Hochberg

#Term	Database	ID	Input number	Background number	P-Value	Corrected P-Value	Input	Hyperlink
Malaria	KEGG PATHWAY	hsa05144	4	49	0.00188254408883	0.0212990162609	COMP|FAT|TLR4|MET	http://www.genome.jp/kegg-bin/show_pathway?hsa05144/hsa:1311%09red/hsa:7099%09red/hsa:948%09red/hsa:4233%09red
Chondroitin sulfate/dermatan sulfate metabolism	Reactome	R-HSA-1793185	4	49	0.00188254408883	0.0212990162609	PLC|AGRIN|NCAN|ARSB	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1793185
Diseases of Mismatch Repair (MMR)	Reactome	R-HSA-5423599	2	5	0.00198264408987	0.022173709189	COCA1|MSH3	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5423599
Cholesterol metabolism	KEGG PATHWAY	hsa04979	4	50	0.00201747538647	0.0223068585345	NPC2|LDLR|NCEH1|FAT	http://www.genome.jp/kegg-bin/show_pathway?hsa04979/hsa:57552%09red/hsa:3949%09red/hsa:948%09red/hsa:10577%09red
M Phase	Reactome	R-HSA-68886	11	384	0.00211172697289	0.0230866330857	NEK7|GCP6|CENPI|BUB1B|CEP63|FBX5|PSME4|SSNA1|NEK9|H2A|H2B	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-68886
Platelet degranulation 	Reactome	R-HSA-114608	6	128	0.0022363570921	0.0241775050068	TIMP3|FAT|ALS|VEGFD|ITIH3|ITIH4	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-114608
RUNX1 regulates transcription of genes involved in differentiation of HSCs	Reactome	R-HSA-8939236	6	129	0.00232126794725	0.0248197111283	KMT2A|SPI1|PSME4|HTF4|H2A|H2B	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-8939236
NOTCH3 Activation and Transmission of Signal to the Nucleus	Reactome	R-HSA-9013507	3	25	0.0026174567906	0.0276824506223	JAG2|DLL1|MIB2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-9013507
Response to elevated platelet cytosolic Ca2+	Reactome	R-HSA-76005	6	133	0.00268538036855	0.0280954311678	TIMP3|FAT|ALS|VEGFD|ITIH3|ITIH4	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-76005
Heparan sulfate/heparin (HS-GAG) metabolism	Reactome	R-HSA-1638091	4	55	0.00279332874205	0.0283115506876	PLC|AGRIN|NCAN|EXT2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1638091
Deadenylation-dependent mRNA decay	Reactome	R-HSA-429914	4	55	0.00279332874205	0.0283115506876	CNOT7|XRN1|CAF1B|LSM1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-429914
Transcriptional activation of mitochondrial biogenesis	Reactome	R-HSA-2151201	4	55	0.00279332874205	0.0283115506876	CYC|CRTC1|NCOA1|NRF1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2151201
A tetrasaccharide linker sequence is required for GAG synthesis	Reactome	R-HSA-1971475	3	26	0.00289824032825	0.0287753861162	PLC|AGRIN|NCAN	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1971475
Digestion and absorption	Reactome	R-HSA-8963743	3	26	0.00289824032825	0.0287753861162	TREA|CHIT1|MGA	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-8963743
RHO GTPases Activate Formins	Reactome	R-HSA-5663220	6	136	0.00298536128687	0.0292888591664	SCAI|SRF|CENPI|BUB1B|FMNL2|FMNL3	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5663220
Metabolism of carbohydrates	Reactome	R-HSA-71387	9	288	0.00301016024321	0.0292888591664	NCAN|ARSB|SHPK|EXT2|G6PC2|AGRIN|PLC|FUT2|FBP1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-71387
Transcriptional regulation by RUNX1	Reactome	R-HSA-8878171	8	235	0.00306821812059	0.0294361054337	KMT2A|SPI1|PSME4|HTF4|CTSL2|H2B|H2A|AGO2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-8878171
Mitochondrial biogenesis	Reactome	R-HSA-1592230	5	94	0.00308579933632	0.0294361054337	CYC|CRTC1|NCOA1|ATPO|NRF1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1592230
Constitutive Signaling by NOTCH1 t(7;9)(NOTCH1:M1580_K2555) Translocation Mutant	Reactome	R-HSA-2660826	2	7	0.00335456920076	0.0310856745937	JAG2|DLL1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2660826
Activation of NIMA Kinases NEK9, NEK6, NEK7	Reactome	R-HSA-2980767	2	7	0.00335456920076	0.0310856745937	NEK7|NEK9	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2980767
Signaling by NOTCH1 t(7;9)(NOTCH1:M1580_K2555) Translocation Mutant	Reactome	R-HSA-2660825	2	7	0.00335456920076	0.0310856745937	JAG2|DLL1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2660825
TRP channels	Reactome	R-HSA-3295583	3	28	0.00351366853847	0.0322528253579	TRPV5|TRPV6|TRPM3	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-3295583
Developmental Biology	Reactome	R-HSA-1266738	21	1082	0.00356733360388	0.0323071663165	H2B|KMT2A|NCOA1|NCAN|SLIT1|GST1|HACL1|SPI1|PSME4|FAT|LIPN|MET|AGRIN|LAMA|HTF4|L1CAM|HLF|LAMC1|H2A|MED13|PKR2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1266738
Antigen processing-Cross presentation	Reactome	R-HSA-1236975	5	98	0.00365810991681	0.0323071663165	PSME4|TLR1|FAT|TLR4|CTSL2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1236975
Vesicle-mediated transport	Reactome	R-HSA-5653656	15	669	0.00370887107264	0.0323071663165	SYT9|DCTN1|COG3|TFG|KIF27|SREC|REPS1|FAT|IAP|SYT12|LDLR|LMAN2|AP4B1|GBF1|MON1A	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5653656
Recognition and association of DNA glycosylase with site containing an affected pyrimidine	Reactome	R-HSA-110328	4	60	0.00375201417653	0.0323071663165	H2A|H2B|NEIL1|MBD4	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-110328
rRNA modification in the nucleus and cytosol	Reactome	R-HSA-6790901	4	60	0.00375201417653	0.0323071663165	DDX49|DDX52|RRP5|SAS10	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-6790901
Depyrimidination	Reactome	R-HSA-73928	4	60	0.00375201417653	0.0323071663165	H2A|H2B|NEIL1|MBD4	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-73928
Cleavage of the damaged pyrimidine 	Reactome	R-HSA-110329	4	60	0.00375201417653	0.0323071663165	H2A|H2B|NEIL1|MBD4	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-110329
Huntington disease	KEGG PATHWAY	hsa05016	7	193	0.00393716674474	0.0335672042398	COX5A|COX3|CYC|ATPO|DCTN1|ALS|NRF1	http://www.genome.jp/kegg-bin/show_pathway?hsa05016/hsa:9377%09red/hsa:4899%09red/hsa:1639%09red/hsa:54205%09red/hsa:6647%09red/hsa:539%09red/hsa:4514%09red
Base-Excision Repair, AP Site Formation	Reactome	R-HSA-73929	4	61	0.00396734685259	0.0335672042398	H2A|H2B|NEIL1|MBD4	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-73929
Sulfur relay system	KEGG PATHWAY	hsa04122	2	8	0.00416585990174	0.0349429455551	CTU1|NCS2	http://www.genome.jp/kegg-bin/show_pathway?hsa04122/hsa:348180%09red/hsa:90353%09red
Synthesis of substrates in N-glycan biosythesis	Reactome	R-HSA-446219	4	63	0.00442277220907	0.0367808321318	DOLK|NPL|DPM1|FUCT1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-446219
Galactose metabolism	KEGG PATHWAY	hsa00052	3	31	0.0045764905036	0.0371077105	GALM|MGA|G6PC2	http://www.genome.jp/kegg-bin/show_pathway?hsa00052/hsa:8972%09red/hsa:130589%09red/hsa:57818%09red
HS-GAG biosynthesis	Reactome	R-HSA-2022928	3	31	0.0045764905036	0.0371077105	AGRIN|PLC|EXT2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2022928
Activated NOTCH1 Transmits Signal to the Nucleus	Reactome	R-HSA-2122948	3	31	0.0045764905036	0.0371077105	JAG2|DLL1|MIB2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2122948
Focal adhesion	KEGG PATHWAY	hsa04510	7	199	0.00462119386335	0.0371605093309	LAMA3|MET|COMP|BIRC3|VEGFD|LAMA|LAMC1	http://www.genome.jp/kegg-bin/show_pathway?hsa04510/hsa:1311%09red/hsa:3915%09red/hsa:4233%09red/hsa:2277%09red/hsa:284217%09red/hsa:330%09red/hsa:3909%09red
Plasma lipoprotein assembly, remodeling, and clearance	Reactome	R-HSA-174824	4	65	0.00491215300472	0.0391764333901	NPC2|LDLR|ABL|NCEH1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-174824
Plasma lipoprotein clearance	Reactome	R-HSA-8964043	3	32	0.00496924578547	0.0393095621891	NPC2|LDLR|NCEH1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-8964043
rRNA processing	Reactome	R-HSA-72312	7	203	0.00512460672707	0.040211631818	DDX49|RRP5|DDX52|NSUN4|ERI1|BOP1|SAS10	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-72312
Signaling by NOTCH2	Reactome	R-HSA-1980145	3	33	0.00538171256886	0.041891250636	JAG2|DLL1|MIB2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1980145
HDR through Homologous Recombination (HRR)	Reactome	R-HSA-5685942	4	67	0.00543659440647	0.0419825901389	WRN|TIP|BACH1|TOP3A	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5685942
SIRT1 negatively regulates rRNA expression	Reactome	R-HSA-427359	4	68	0.0057122999717	0.0437643139564	TAF1B|TAF1A|H2A|H2B	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-427359
Detoxification of Reactive Oxygen Species	Reactome	R-HSA-3299685	3	35	0.00626681146666	0.0476375590395	CYC|ALS|AQP8	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-3299685
PPARA activates gene expression	Reactome	R-HSA-1989781	5	114	0.00671849242969	0.0504457450304	NCOA1|ROR1|MED13|FAT|NRF1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1989781
Starch and sucrose metabolism	KEGG PATHWAY	hsa00500	3	36	0.00673992482421	0.0504457450304	TREA|MGA|G6PC2	http://www.genome.jp/kegg-bin/show_pathway?hsa00500/hsa:8972%09red/hsa:57818%09red/hsa:11181%09red
Bile secretion	KEGG PATHWAY	hsa04976	4	72	0.00690806466851	0.0508820058638	LDLR|NCEH1|NTCP2|AQP8	http://www.genome.jp/kegg-bin/show_pathway?hsa04976/hsa:6555%09red/hsa:57552%09red/hsa:3949%09red/hsa:343%09red
p53 signaling pathway	KEGG PATHWAY	hsa04115	4	72	0.00690806466851	0.0508820058638	CYC|AMID|EI24|PPM1D	http://www.genome.jp/kegg-bin/show_pathway?hsa04115/hsa:84883%09red/hsa:54205%09red/hsa:8493%09red/hsa:9538%09red
Regulation of lipid metabolism by Peroxisome proliferator-activated receptor alpha (PPARalpha)	Reactome	R-HSA-400206	5	115	0.00695509432671	0.0508820058638	NCOA1|ROR1|MED13|FAT|NRF1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-400206
mRNA Editing	Reactome	R-HSA-75072	2	11	0.00708067164098	0.0514141306468	DSRAD|A1CF	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-75072
Metabolism of lipids	Reactome	R-HSA-556833	15	728	0.0077402318823	0.0556130176184	SUMF2|PLPP3|NCOA1|MIGA2|NTCP2|ENPP6|ARSB|MED13|FAT|GGT1|ARSJ|PLB1|DPEP1|ROR1|NRF1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-556833
Cell Cycle, Mitotic	Reactome	R-HSA-69278	12	525	0.00777324809465	0.0556130176184	NEK7|GCP6|CENPI|SSNA1|CEP63|FBX5|PSME4|BUB1B|FBXL7|NEK9|H2A|H2B	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-69278
TICAM1-dependent activation of IRF3/IRF7	Reactome	R-HSA-9013973	2	12	0.00820707684943	0.0579889189032	TRAF3|TBK1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-9013973
Recruitment and ATM-mediated phosphorylation of repair and signaling proteins at DNA double strand breaks	Reactome	R-HSA-5693565	4	76	0.00825852641142	0.0579889189032	HERC2|TIP|MDC1|H2B	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5693565
Gamma carboxylation, hypusine formation and arylsulfatase activation	Reactome	R-HSA-163841	3	39	0.00828413127189	0.0579889189032	SUMF2|ARSJ|ARSB	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-163841
Signaling by MET	Reactome	R-HSA-6806834	4	77	0.00862120916147	0.0594924575469	MET|LAMA3|LAMA|LAMC1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-6806834
DNA Double Strand Break Response	Reactome	R-HSA-5693606	4	77	0.00862120916147	0.0594924575469	HERC2|TIP|MDC1|H2B	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5693606
Glycine, serine and threonine metabolism	KEGG PATHWAY	hsa00260	3	40	0.00884114000836	0.0605804875221	CHDH|GCSP|SERA	http://www.genome.jp/kegg-bin/show_pathway?hsa00260/hsa:55349%09red/hsa:26227%09red/hsa:2731%09red
Respiratory electron transport, ATP synthesis by chemiosmotic coupling, and heat production by uncoupling proteins.	Reactome	R-HSA-163200	5	123	0.00906110360097	0.0612253736371	CYC|COX3|ATPO|ECSIT|COX5A	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-163200
Glycosaminoglycan metabolism	Reactome	R-HSA-1630316	5	123	0.00906110360097	0.0612253736371	PLC|AGRIN|NCAN|EXT2|ARSB	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1630316
RNA degradation	KEGG PATHWAY	hsa03018	4	79	0.00937744945313	0.0623486509101	CNOT7|XRN1|CAF1B|LSM1	http://www.genome.jp/kegg-bin/show_pathway?hsa03018/hsa:54464%09red/hsa:27257%09red/hsa:9337%09red/hsa:29883%09red
IRF3-mediated induction of type I IFN	Reactome	R-HSA-3270619	2	13	0.00940818852386	0.0623486509101	TBK1|PRKDC	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-3270619
Fat digestion and absorption	KEGG PATHWAY	hsa04975	3	41	0.00941958035332	0.0623486509101	PLPP3|ABL|FAT	http://www.genome.jp/kegg-bin/show_pathway?hsa04975/hsa:4547%09red/hsa:948%09red/hsa:8613%09red
Amine ligand-binding receptors	Reactome	R-HSA-375280	3	42	0.0100196115411	0.0654300807351	ADRB1|H4|DRD1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-375280
tRNA modification in the nucleus and cytosol	Reactome	R-HSA-6782315	3	42	0.0100196115411	0.0654300807351	WDR4|CTU1|NCS2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-6782315
ER-Phagosome pathway	Reactome	R-HSA-1236974	4	82	0.0105906139267	0.0672795302312	PSME4|TLR1|FAT|TLR4	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1236974
Methylation	Reactome	R-HSA-156581	2	14	0.0106824265389	0.0672795302312	TPMT|GSTO1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-156581
TRAF3-dependent IRF activation pathway	Reactome	R-HSA-918233	2	14	0.0106824265389	0.0672795302312	TRAF3|TBK1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-918233
Mismatch repair (MMR) directed by MSH2:MSH3 (MutSbeta)	Reactome	R-HSA-5358606	2	14	0.0106824265389	0.0672795302312	COCA1|MSH3	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5358606
CS/DS degradation	Reactome	R-HSA-2024101	2	14	0.0106824265389	0.0672795302312	NCAN|ARSB	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2024101
Hemostasis	Reactome	R-HSA-109582	13	617	0.010717705227	0.0672795302312	TIMP3|AKAP1|KIF27|TFPI1|FAT|PDE2A|VEGFD|ALS|L1CAM|TIE2|ITIH3|ITIH4|PKR2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-109582
Deubiquitination	Reactome	R-HSA-5688426	8	296	0.0112938315776	0.0704416546476	ATX3|TRAF3|NFRKB|PSME4|BIRC3|TRRAP|H2A|H2B	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5688426
Major pathway of rRNA processing in the nucleolus and cytosol	Reactome	R-HSA-6791226	6	183	0.0116269415265	0.0720574146834	DDX49|RRP5|DDX52|ERI1|BOP1|SAS10	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-6791226
Basal transcription factors	KEGG PATHWAY	hsa03022	3	45	0.0119506723897	0.0726923741846	TAF5|TAF2|TAF8	http://www.genome.jp/kegg-bin/show_pathway?hsa03022/hsa:6877%09red/hsa:129685%09red/hsa:6873%09red
Glycosphingolipid metabolism	Reactome	R-HSA-1660662	3	45	0.0119506723897	0.0726923741846	SUMF2|ARSJ|ARSB	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1660662
Mismatch Repair	Reactome	R-HSA-5358508	2	15	0.0120282345773	0.0726923741846	COCA1|MSH3	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5358508
@@Mismatch repair	KEGG PATHWAY	hsa03430	2	23	0.0251920729492	0.111382280292	COCA1|MSH3	http://www.genome.jp/kegg-bin/show_pathway?hsa03430/hsa:4437%09red/hsa:4436%09red
mRNA decay by 5' to 3' exoribonuclease	Reactome	R-HSA-430039	2	15	0.0120282345773	0.0726923741846	XRN1|LSM1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-430039
Sphingolipid metabolism	Reactome	R-HSA-428157	4	86	0.0123595538586	0.0742336166941	SUMF2|PLPP3|ARSJ|ARSB	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-428157
@@Sphingolipid metabolism	KEGG PATHWAY	hsa00600	1	47	0.379585536103	0.486609653002	PLPP3	http://www.genome.jp/kegg-bin/show_pathway?hsa00600/hsa:8613%09red
Membrane Trafficking	Reactome	R-HSA-199991	13	631	0.0126665221152	0.0756105890681	SYT9|DCTN1|COG3|TFG|KIF27|REPS1|IAP|SYT12|LDLR|LMAN2|AP4B1|GBF1|MON1A	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-199991
Ether lipid metabolism	KEGG PATHWAY	hsa00565	3	47	0.0133484169092	0.0778636289343	ENPP6|PLPP3|PLB1	http://www.genome.jp/kegg-bin/show_pathway?hsa00565/hsa:151056%09red/hsa:8613%09red/hsa:133121%09red
Apoptosis	KEGG PATHWAY	hsa04210	5	136	0.0133577520862	0.0778636289343	CYC|DAXX|BIRC3|CASP2|CTSL2	http://www.genome.jp/kegg-bin/show_pathway?hsa04210/hsa:54205%09red/hsa:330%09red/hsa:1515%09red/hsa:1616%09red/hsa:835%09red
@@Apoptosis	Reactome	R-HSA-109581	3	172	0.250391605621	0.374969214162	CYC|PSME4|TLR4	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-109581
Thiamine metabolism	KEGG PATHWAY	hsa00730	2	16	0.013444079816	0.0778636289343	ADK2|IAP	http://www.genome.jp/kegg-bin/show_pathway?hsa00730/hsa:250%09red/hsa:204%09red
STING mediated induction of host immune responses	Reactome	R-HSA-1834941	2	16	0.013444079816	0.0778636289343	TBK1|PRKDC	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1834941
Recycling of bile acids and salts	Reactome	R-HSA-159418	2	16	0.013444079816	0.0778636289343	NCOA1|NTCP2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-159418
Transcriptional regulation of granulopoiesis	Reactome	R-HSA-9616222	4	89	0.0138031264414	0.0785405966519	KMT2A|SPI1|H2A|H2B	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-9616222
B-WICH complex positively regulates rRNA expression	Reactome	R-HSA-5250924	4	89	0.0138031264414	0.0785405966519	TAF1B|TAF1A|H2A|H2B	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5250924
Base Excision Repair	Reactome	R-HSA-73884	4	89	0.0138031264414	0.0785405966519	H2A|H2B|NEIL1|MBD4	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-73884
@@Base excision repair	KEGG PATHWAY	hsa03410	2	33	0.0468515460139	0.1720247331	MBD4|NEIL1	http://www.genome.jp/kegg-bin/show_pathway?hsa03410/hsa:79661%09red/hsa:8930%09red
Notch signaling pathway	KEGG PATHWAY	hsa04330	3	48	0.0140807145942	0.0789696671864	JAG2|DLL1|DTX3L	http://www.genome.jp/kegg-bin/show_pathway?hsa04330/hsa:151636%09red/hsa:28514%09red/hsa:3714%09red
Signaling by NOTCH3	Reactome	R-HSA-9012852	3	48	0.0140807145942	0.0789696671864	JAG2|DLL1|MIB2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-9012852
Measles	KEGG PATHWAY	hsa05162	5	138	0.0141220165369	0.0789696671864	CYC|TRAF3|TLR4|TBK1|DSRAD	http://www.genome.jp/kegg-bin/show_pathway?hsa05162/hsa:29110%09red/hsa:54205%09red/hsa:103%09red/hsa:7187%09red/hsa:7099%09red
RNA Polymerase I Promoter Escape	Reactome	R-HSA-73772	4	90	0.0143070502187	0.0795471992157	TAF1B|TAF1A|H2A|H2B	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-73772
rRNA processing in the nucleus and cytosol	Reactome	R-HSA-8868773	6	193	0.014669862255	0.0811009998532	DDX49|RRP5|DDX52|ERI1|BOP1|SAS10	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-8868773
Formation of the beta-catenin:TCF transactivating complex	Reactome	R-HSA-201722	4	91	0.0148224791792	0.0811473988518	TIP|H2A|TRRAP|H2B	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-201722
Degradation of the extracellular matrix	Reactome	R-HSA-1474228	5	140	0.0149151248179	0.0811473988518	LAMA3|LAMC1|PLC|MMP19|CTSL2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1474228
TNF receptor superfamily (TNFSF) members mediating non-canonical NF-kB pathway	Reactome	R-HSA-5676594	2	17	0.0149284526151	0.0811473988518	TRAF3|BIRC3	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5676594
Transport of small molecules	Reactome	R-HSA-382551	14	720	0.0155104646138	0.0838426781623	APOD|AKAP1|PSME4|ABL|NCEH1|AQP8|NPC2|LDLR|ABCA3|FUCT1|TRPV5|TRPV6|PKR2|TRPM3	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-382551
N-Glycan biosynthesis	KEGG PATHWAY	hsa00510	3	50	0.0156125840744	0.083928421571	DOLK|ALG2|DPM1	http://www.genome.jp/kegg-bin/show_pathway?hsa00510/hsa:85365%09red/hsa:22845%09red/hsa:8813%09red
Parkinson disease	KEGG PATHWAY	hsa05012	5	142	0.0157375117354	0.0841351588929	CYC|COX3|ATPO|COX5A|DRD1	http://www.genome.jp/kegg-bin/show_pathway?hsa05012/hsa:1812%09red/hsa:54205%09red/hsa:539%09red/hsa:4514%09red/hsa:9377%09red
Amyotrophic lateral sclerosis (ALS)	KEGG PATHWAY	hsa05014	3	51	0.0164122963501	0.0866751882361	CYC|DAXX|ALS	http://www.genome.jp/kegg-bin/show_pathway?hsa05014/hsa:54205%09red/hsa:6647%09red/hsa:1616%09red
RORA activates gene expression	Reactome	R-HSA-1368082	2	18	0.0164798662114	0.0866751882361	NCOA1|ROR1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1368082
Diseases associated with glycosylation precursor biosynthesis	Reactome	R-HSA-5609975	2	18	0.0164798662114	0.0866751882361	DOLK|DPM1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5609975
Signaling by Rho GTPases	Reactome	R-HSA-194315	10	449	0.0168873440907	0.0875226588904	SCAI|OBSCN|SRF|CENPI|BUB1B|FMNL2|FMNL3|HMHA1|H2A|H2B	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-194315
Amoebiasis	KEGG PATHWAY	hsa05146	4	95	0.0170008042449	0.0875226588904	LAMA3|LAMA|LAMC1|TLR4	http://www.genome.jp/kegg-bin/show_pathway?hsa05146/hsa:284217%09red/hsa:7099%09red/hsa:3915%09red/hsa:3909%09red
Toll Like Receptor TLR6:TLR2 Cascade	Reactome	R-HSA-168188	4	95	0.0170008042449	0.0875226588904	TLR1|FAT|TLR4|ECSIT	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-168188
MyD88:MAL(TIRAP) cascade initiated on plasma membrane	Reactome	R-HSA-166058	4	95	0.0170008042449	0.0875226588904	TLR1|FAT|TLR4|ECSIT	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-166058
Cilium Assembly	Reactome	R-HSA-5617833	6	200	0.0171034780274	0.0875878111612	IFT80|SSNA1|CEP63|TECT3|BBS12|GBF1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5617833
RHO GTPase Effectors	Reactome	R-HSA-195258	8	321	0.0173755325653	0.0885151475709	SCAI|SRF|CENPI|BUB1B|FMNL2|FMNL3|H2A|H2B	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-195258
Aflatoxin activation and detoxification	Reactome	R-HSA-5423646	2	19	0.0180968564155	0.0917095900638	GGT1|DPEP1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5423646
Toll Like Receptor 2 (TLR2) Cascade	Reactome	R-HSA-181438	4	98	0.0187590176843	0.0931136918737	TLR1|FAT|TLR4|ECSIT	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-181438
