##Databases: KEGG PATHWAY, Reactome
##Statistical test method: hypergeometric test / Fisher's exact test
##FDR correction method: Benjamini and Hochberg

#Term	Database	ID	Input number	Background number	P-Value	Corrected P-Value	Input	Hyperlink
Regulation of Apoptosis	Reactome	R-HSA-169911	1	52	0.270424705462	0.401652411257	PSME4	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-169911
Vif-mediated degradation of APOBEC3G	Reactome	R-HSA-180585	1	52	0.270424705462	0.401652411257	PSME4	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-180585
Signaling by PTK6	Reactome	R-HSA-8848021	1	52	0.270424705462	0.401652411257	HLF	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-8848021
Aquaporin-mediated transport	Reactome	R-HSA-445717	1	52	0.270424705462	0.401652411257	PKR2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-445717
Signaling by Non-Receptor Tyrosine Kinases	Reactome	R-HSA-9006927	1	52	0.270424705462	0.401652411257	HLF	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-9006927
Asparagine N-linked glycosylation	Reactome	R-HSA-446203	3	304	0.274316687556	0.405692883126	COG3|NPL|DAD1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-446203
Mineral absorption	KEGG PATHWAY	hsa04978	1	53	0.274754968466	0.405692883126	CATL	http://www.genome.jp/kegg-bin/show_pathway?hsa04978/hsa:55503%09red
FBXL7 down-regulates AURKA during mitotic entry and in early mitosis	Reactome	R-HSA-8854050	1	53	0.274754968466	0.405692883126	PSME4	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-8854050
Disorders of transmembrane transporters	Reactome	R-HSA-5619115	2	172	0.275829115959	0.406485012992	PSME4|ABCA1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5619115
Fanconi anemia pathway	KEGG PATHWAY	hsa03460	1	54	0.279059639159	0.408007970133	BACH1	http://www.genome.jp/kegg-bin/show_pathway?hsa03460/hsa:83990%09red
PLC beta mediated events	Reactome	R-HSA-112043	1	54	0.279059639159	0.408007970133	PKR2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-112043
Golgi Associated Vesicle Biogenesis	Reactome	R-HSA-432722	1	54	0.279059639159	0.408007970133	RT14	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-432722
Degradation of AXIN	Reactome	R-HSA-4641257	1	54	0.279059639159	0.408007970133	PSME4	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-4641257
Signaling by Rho GTPases	Reactome	R-HSA-194315	4	449	0.282004076338	0.408007970133	OBSCN|FMNL3|HMHA1|SRF	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-194315
Regulation of lipolysis in adipocytes	KEGG PATHWAY	hsa04923	1	55	0.283338868148	0.408007970133	ADRB1	http://www.genome.jp/kegg-bin/show_pathway?hsa04923/hsa:153%09red
Legionellosis	KEGG PATHWAY	hsa05134	1	55	0.283338868148	0.408007970133	CYC	http://www.genome.jp/kegg-bin/show_pathway?hsa05134/hsa:54205%09red
G-protein mediated events	Reactome	R-HSA-112040	1	55	0.283338868148	0.408007970133	PKR2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-112040
Complex I biogenesis	Reactome	R-HSA-6799198	1	55	0.283338868148	0.408007970133	ECSIT	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-6799198
Deadenylation-dependent mRNA decay	Reactome	R-HSA-429914	1	55	0.283338868148	0.408007970133	XRN1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-429914
Stabilization of p53	Reactome	R-HSA-69541	1	55	0.283338868148	0.408007970133	PSME4	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-69541
Hh mutants that don't undergo autocatalytic processing are degraded by ERAD	Reactome	R-HSA-5362768	1	55	0.283338868148	0.408007970133	PSME4	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5362768
Neurexins and neuroligins	Reactome	R-HSA-6794361	1	56	0.287592805159	0.412561974763	SYT9	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-6794361
Degradation of DVL	Reactome	R-HSA-4641258	1	56	0.287592805159	0.412561974763	PSME4	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-4641258
Tuberculosis	KEGG PATHWAY	hsa05152	2	179	0.29115317238	0.414693851268	CYC|TLR1	http://www.genome.jp/kegg-bin/show_pathway?hsa05152/hsa:54205%09red/hsa:7096%09red
Pyrimidine metabolism	KEGG PATHWAY	hsa00240	1	57	0.29182159904	0.414693851268	POMP	http://www.genome.jp/kegg-bin/show_pathway?hsa00240/hsa:51251%09red
E3 ubiquitin ligases ubiquitinate target proteins	Reactome	R-HSA-8866654	1	57	0.29182159904	0.414693851268	PRKDC	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-8866654
Metabolism of polyamines	Reactome	R-HSA-351202	1	57	0.29182159904	0.414693851268	PSME4	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-351202
Alcoholism	KEGG PATHWAY	hsa05034	2	180	0.29333953869	0.416068839117	DDC|DRD1	http://www.genome.jp/kegg-bin/show_pathway?hsa05034/hsa:1812%09red/hsa:1644%09red
Hh mutants abrogate ligand secretion	Reactome	R-HSA-5387390	1	58	0.296025397767	0.41643025216	PSME4	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5387390
CDT1 association with the CDC6:ORC:origin complex	Reactome	R-HSA-68827	1	58	0.296025397767	0.41643025216	PSME4	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-68827
NIK-->noncanonical NF-kB signaling	Reactome	R-HSA-5676590	1	58	0.296025397767	0.41643025216	PSME4	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5676590
VEGF signaling pathway	KEGG PATHWAY	hsa04370	1	59	0.300204348449	0.41643025216	HSPB1	http://www.genome.jp/kegg-bin/show_pathway?hsa04370/hsa:3315%09red
Lysine degradation	KEGG PATHWAY	hsa00310	1	59	0.300204348449	0.41643025216	SETD2	http://www.genome.jp/kegg-bin/show_pathway?hsa00310/hsa:29072%09red
GLI3 is processed to GLI3R by the proteasome	Reactome	R-HSA-5610785	1	59	0.300204348449	0.41643025216	PSME4	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5610785
Regulation of PTEN gene transcription	Reactome	R-HSA-8943724	1	59	0.300204348449	0.41643025216	NR2E1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-8943724
Dectin-1 mediated noncanonical NF-kB signaling	Reactome	R-HSA-5607761	1	59	0.300204348449	0.41643025216	PSME4	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5607761
Degradation of GLI1 by the proteasome	Reactome	R-HSA-5610780	1	59	0.300204348449	0.41643025216	PSME4	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5610780
Degradation of GLI2 by the proteasome	Reactome	R-HSA-5610783	1	59	0.300204348449	0.41643025216	PSME4	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5610783
NRAGE signals death through JNK	Reactome	R-HSA-193648	1	59	0.300204348449	0.41643025216	OBSCN	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-193648
Class A/1 (Rhodopsin-like receptors)	Reactome	R-HSA-373076	3	322	0.30325757793	0.41683894852	ADRB1|CCKAR|DRD1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-373076
Ion channel transport	Reactome	R-HSA-983712	2	185	0.304256563309	0.41683894852	CATL|TRPM3	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-983712
Viral myocarditis	KEGG PATHWAY	hsa05416	1	60	0.304358597332	0.41683894852	CYC	http://www.genome.jp/kegg-bin/show_pathway?hsa05416/hsa:54205%09red
Recognition and association of DNA glycosylase with site containing an affected pyrimidine	Reactome	R-HSA-110328	1	60	0.304358597332	0.41683894852	NEIL1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-110328
Depyrimidination	Reactome	R-HSA-73928	1	60	0.304358597332	0.41683894852	NEIL1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-73928
Defective CFTR causes cystic fibrosis	Reactome	R-HSA-5678895	1	60	0.304358597332	0.41683894852	PSME4	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5678895
Cleavage of the damaged pyrimidine 	Reactome	R-HSA-110329	1	60	0.304358597332	0.41683894852	NEIL1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-110329
Kaposi sarcoma-associated herpesvirus infection	KEGG PATHWAY	hsa05167	2	186	0.306436556667	0.418702238946	CYC|TBK1	http://www.genome.jp/kegg-bin/show_pathway?hsa05167/hsa:29110%09red/hsa:54205%09red
Glycerolipid metabolism	KEGG PATHWAY	hsa00561	1	61	0.308488289805	0.418702238946	PLPP3	http://www.genome.jp/kegg-bin/show_pathway?hsa00561/hsa:8613%09red
Transcriptional Regulation by MECP2	Reactome	R-HSA-8986944	1	61	0.308488289805	0.418702238946	AGO2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-8986944
Ca2+ pathway	Reactome	R-HSA-4086398	1	61	0.308488289805	0.418702238946	AGO2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-4086398
Base-Excision Repair, AP Site Formation	Reactome	R-HSA-73929	1	61	0.308488289805	0.418702238946	NEIL1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-73929
Longevity regulating pathway - multiple species	KEGG PATHWAY	hsa04213	1	62	0.312593570407	0.42275624191	ALS	http://www.genome.jp/kegg-bin/show_pathway?hsa04213/hsa:6647%09red
Constitutive Signaling by Aberrant PI3K in Cancer	Reactome	R-HSA-2219530	1	62	0.312593570407	0.42275624191	BCAP	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2219530
Human papillomavirus infection	KEGG PATHWAY	hsa05165	3	330	0.316174106424	0.425989296471	COMP|LAMA3|TBK1	http://www.genome.jp/kegg-bin/show_pathway?hsa05165/hsa:29110%09red/hsa:1311%09red/hsa:3909%09red
Asymmetric localization of PCP proteins	Reactome	R-HSA-4608870	1	63	0.316674582826	0.425989296471	PSME4	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-4608870
Synthesis of substrates in N-glycan biosythesis	Reactome	R-HSA-446219	1	63	0.316674582826	0.425989296471	NPL	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-446219
p53-Dependent G1/S DNA damage checkpoint	Reactome	R-HSA-69580	1	64	0.320731469913	0.428397511049	PSME4	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-69580
Hedgehog ligand biogenesis	Reactome	R-HSA-5358346	1	64	0.320731469913	0.428397511049	PSME4	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5358346
Collagen degradation	Reactome	R-HSA-1442490	1	64	0.320731469913	0.428397511049	MMP19	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1442490
p53-Dependent G1 DNA Damage Response	Reactome	R-HSA-69563	1	64	0.320731469913	0.428397511049	PSME4	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-69563
G2/M Transition	Reactome	R-HSA-69275	2	193	0.321657197354	0.428876263139	CEP63|PSME4	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-69275
Inflammatory bowel disease (IBD)	KEGG PATHWAY	hsa05321	1	65	0.324764373676	0.430451226489	ROR1	http://www.genome.jp/kegg-bin/show_pathway?hsa05321/hsa:6095%09red
FOXO-mediated transcription	Reactome	R-HSA-9614085	1	65	0.324764373676	0.430451226489	ATX3	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-9614085
RAB geranylgeranylation	Reactome	R-HSA-8873719	1	65	0.324764373676	0.430451226489	RAB23	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-8873719
Mitotic Metaphase and Anaphase	Reactome	R-HSA-2555396	2	195	0.325991553559	0.430451226489	FBX5|PSME4	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2555396
Mitotic G2-G2/M phases	Reactome	R-HSA-453274	2	195	0.325991553559	0.430451226489	CEP63|PSME4	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-453274
Acute myeloid leukemia	KEGG PATHWAY	hsa05221	1	66	0.328773435296	0.430451226489	SPI1	http://www.genome.jp/kegg-bin/show_pathway?hsa05221/hsa:6688%09red
APC/C:Cdc20 mediated degradation of Securin	Reactome	R-HSA-174154	1	66	0.328773435296	0.430451226489	PSME4	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-174154
Activation of NF-kappaB in B cells	Reactome	R-HSA-1169091	1	66	0.328773435296	0.430451226489	PSME4	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1169091
G1/S DNA Damage Checkpoints	Reactome	R-HSA-69615	1	66	0.328773435296	0.430451226489	PSME4	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-69615
Signaling by FGFR2	Reactome	R-HSA-5654738	1	66	0.328773435296	0.430451226489	ESRP1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5654738
Neuroactive ligand-receptor interaction	KEGG PATHWAY	hsa04080	3	338	0.329101599088	0.430451226489	ADRB1|CCKAR|DRD1	http://www.genome.jp/kegg-bin/show_pathway?hsa04080/hsa:1812%09red/hsa:153%09red/hsa:886%09red
Retinol metabolism	KEGG PATHWAY	hsa00830	1	67	0.332758795123	0.431501971035	BCDO1	http://www.genome.jp/kegg-bin/show_pathway?hsa00830/hsa:53630%09red
Regulation of RAS by GAPs	Reactome	R-HSA-5658442	1	67	0.332758795123	0.431501971035	PSME4	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5658442
Assembly of the pre-replicative complex	Reactome	R-HSA-68867	1	67	0.332758795123	0.431501971035	PSME4	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-68867
Signaling by BRAF and RAF fusions	Reactome	R-HSA-6802952	1	67	0.332758795123	0.431501971035	ESRP1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-6802952
Interferon alpha/beta signaling	Reactome	R-HSA-909733	1	67	0.332758795123	0.431501971035	DSRAD	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-909733
Shigellosis	KEGG PATHWAY	hsa05131	1	68	0.336720592686	0.435146612086	U2AF1	http://www.genome.jp/kegg-bin/show_pathway?hsa05131/hsa:7307%09red
Glycolysis / Gluconeogenesis	KEGG PATHWAY	hsa00010	1	68	0.336720592686	0.435146612086	FBP1	http://www.genome.jp/kegg-bin/show_pathway?hsa00010/hsa:2203%09red
Renal cell carcinoma	KEGG PATHWAY	hsa05211	1	69	0.340658966695	0.436505387832	HLF	http://www.genome.jp/kegg-bin/show_pathway?hsa05211/hsa:2034%09red
Adipocytokine signaling pathway	KEGG PATHWAY	hsa04920	1	69	0.340658966695	0.436505387832	CATL1	http://www.genome.jp/kegg-bin/show_pathway?hsa04920/hsa:126129%09red
Renin secretion	KEGG PATHWAY	hsa04924	1	69	0.340658966695	0.436505387832	ADRB1	http://www.genome.jp/kegg-bin/show_pathway?hsa04924/hsa:153%09red
Loss of Nlp from mitotic centrosomes	Reactome	R-HSA-380259	1	69	0.340658966695	0.436505387832	CEP63	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-380259
Loss of proteins required for interphase microtubule organization from the centrosome	Reactome	R-HSA-380284	1	69	0.340658966695	0.436505387832	CEP63	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-380284
Proteoglycans in cancer	KEGG PATHWAY	hsa05205	2	203	0.34325241548	0.437077157073	PDCD4|TIMP3	http://www.genome.jp/kegg-bin/show_pathway?hsa05205/hsa:7078%09red/hsa:27250%09red
Prolactin signaling pathway	KEGG PATHWAY	hsa04917	1	70	0.344574055047	0.437077157073	ELF5	http://www.genome.jp/kegg-bin/show_pathway?hsa04917/hsa:2001%09red
RIG-I-like receptor signaling pathway	KEGG PATHWAY	hsa04622	1	70	0.344574055047	0.437077157073	TBK1	http://www.genome.jp/kegg-bin/show_pathway?hsa04622/hsa:29110%09red
Orc1 removal from chromatin	Reactome	R-HSA-68949	1	70	0.344574055047	0.437077157073	PSME4	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-68949
PKMTs methylate histone lysines	Reactome	R-HSA-3214841	1	70	0.344574055047	0.437077157073	SETD2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-3214841
Regulation of RUNX2 expression and activity	Reactome	R-HSA-8939902	1	70	0.344574055047	0.437077157073	PSME4	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-8939902
CDK-mediated phosphorylation and removal of Cdc6	Reactome	R-HSA-69017	1	71	0.348465994832	0.439800153745	PSME4	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-69017
Cdc20:Phospho-APC/C mediated degradation of Cyclin A	Reactome	R-HSA-174184	1	71	0.348465994832	0.439800153745	PSME4	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-174184
APC/C:Cdh1 mediated degradation of Cdc20 and other APC/C:Cdh1 targeted proteins in late mitosis/early G1	Reactome	R-HSA-174178	1	71	0.348465994832	0.439800153745	PSME4	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-174178
trans-Golgi Network Vesicle Budding	Reactome	R-HSA-199992	1	72	0.352334922336	0.442467111771	RT14	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-199992
AURKA Activation by TPX2	Reactome	R-HSA-8854518	1	72	0.352334922336	0.442467111771	CEP63	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-8854518
APC:Cdc20 mediated degradation of cell cycle proteins prior to satisfation of the cell cycle checkpoint	Reactome	R-HSA-179419	1	72	0.352334922336	0.442467111771	PSME4	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-179419
APC/C:Cdc20 mediated degradation of mitotic proteins	Reactome	R-HSA-176409	1	74	0.36000428165	0.451348651622	PSME4	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-176409
Activation of APC/C and APC/C:Cdc20 mediated degradation of mitotic proteins	Reactome	R-HSA-176814	1	75	0.363804982056	0.4553585537	PSME4	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-176814
cAMP signaling pathway	KEGG PATHWAY	hsa04024	2	214	0.366749049372	0.457218814346	ADRB1|DRD1	http://www.genome.jp/kegg-bin/show_pathway?hsa04024/hsa:1812%09red/hsa:153%09red
The role of GTSE1 in G2/M progression after G2 checkpoint	Reactome	R-HSA-8852276	1	76	0.36758320738	0.457218814346	PSME4	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-8852276
Cell death signalling via NRAGE, NRIF and NADE	Reactome	R-HSA-204998	1	76	0.36758320738	0.457218814346	OBSCN	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-204998
Vesicle-mediated transport	Reactome	R-HSA-5653656	5	669	0.370166400639	0.457218814346	SYT12|SYT9|SREC|RT14|COG3	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5653656
Signaling by ROBO receptors	Reactome	R-HSA-376176	2	216	0.370987410469	0.457218814346	PSME4|PKR2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-376176
Antigen processing and presentation	KEGG PATHWAY	hsa04612	1	77	0.371339089958	0.457218814346	LGMN	http://www.genome.jp/kegg-bin/show_pathway?hsa04612/hsa:5641%09red
Signaling by FGFR	Reactome	R-HSA-190236	1	77	0.371339089958	0.457218814346	ESRP1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-190236
Signaling by MET	Reactome	R-HSA-6806834	1	77	0.371339089958	0.457218814346	LAMA3	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-6806834
Post NMDA receptor activation events	Reactome	R-HSA-438064	1	77	0.371339089958	0.457218814346	PKR2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-438064
Protein ubiquitination	Reactome	R-HSA-8852135	1	77	0.371339089958	0.457218814346	PRKDC	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-8852135
DDX58/IFIH1-mediated induction of interferon-alpha/beta	Reactome	R-HSA-168928	1	78	0.375072761353	0.459570514721	TBK1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-168928
Regulation of insulin secretion	Reactome	R-HSA-422356	1	78	0.375072761353	0.459570514721	PKR2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-422356
Biosynthesis of the N-glycan precursor (dolichol lipid-linked oligosaccharide, LLO) and transfer to a nascent protein	Reactome	R-HSA-446193	1	78	0.375072761353	0.459570514721	NPL	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-446193
Ub-specific processing proteases	Reactome	R-HSA-5689880	2	219	0.377323753646	0.461580514168	PSME4|TRRAP	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5689880
Drug metabolism - other enzymes	KEGG PATHWAY	hsa00983	1	79	0.378784352354	0.46187253287	GSTO1	http://www.genome.jp/kegg-bin/show_pathway?hsa00983/hsa:9446%09red
RNA degradation	KEGG PATHWAY	hsa03018	1	79	0.378784352354	0.46187253287	XRN1	http://www.genome.jp/kegg-bin/show_pathway?hsa03018/hsa:54464%09red
G alpha (12/13) signalling events	Reactome	R-HSA-416482	1	80	0.382473992984	0.464871927164	OBSCN	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-416482
DNA Damage/Telomere Stress Induced Senescence	Reactome	R-HSA-2559586	1	80	0.382473992984	0.464871927164	TIP	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2559586
Cell Cycle, Mitotic	Reactome	R-HSA-69278	4	525	0.383393862979	0.465241991031	CEP63|NEK7|PSME4|FBX5	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-69278
FCERI mediated NF-kB activation	Reactome	R-HSA-2871837	1	81	0.386141812504	0.465587257182	PSME4	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2871837
Centrosome maturation	Reactome	R-HSA-380287	1	81	0.386141812504	0.465587257182	CEP63	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-380287
Degradation of beta-catenin by the destruction complex	Reactome	R-HSA-195253	1	81	0.386141812504	0.465587257182	PSME4	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-195253
Recruitment of mitotic centrosome proteins and complexes	Reactome	R-HSA-380270	1	81	0.386141812504	0.465587257182	CEP63	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-380270
Diseases of signal transduction	Reactome	R-HSA-5663202	3	374	0.387030721797	0.465915964456	PSME4|ESRP1|BCAP	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5663202
B cell receptor signaling pathway	KEGG PATHWAY	hsa04662	1	82	0.389787939418	0.467157892363	BCAP	http://www.genome.jp/kegg-bin/show_pathway?hsa04662/hsa:118788%09red
Downstream signaling events of B Cell Receptor (BCR)	Reactome	R-HSA-1168372	1	82	0.389787939418	0.467157892363	PSME4	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1168372
Human cytomegalovirus infection	KEGG PATHWAY	hsa05163	2	225	0.389916177356	0.467157892363	CYC|TBK1	http://www.genome.jp/kegg-bin/show_pathway?hsa05163/hsa:29110%09red/hsa:54205%09red
Peroxisome	KEGG PATHWAY	hsa04146	1	83	0.393412501473	0.469857584698	ALS	http://www.genome.jp/kegg-bin/show_pathway?hsa04146/hsa:6647%09red
Oncogenic MAPK signaling	Reactome	R-HSA-6802957	1	83	0.393412501473	0.469857584698	ESRP1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-6802957
HIV Infection	Reactome	R-HSA-162906	2	227	0.394088754309	0.469922867914	RCC1|PSME4	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-162906
DNA Replication Pre-Initiation	Reactome	R-HSA-69002	1	84	0.397015625671	0.470444847974	PSME4	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-69002
Global Genome Nucleotide Excision Repair (GG-NER)	Reactome	R-HSA-5696399	1	84	0.397015625671	0.470444847974	NFRKB	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5696399
Hedgehog 'on' state	Reactome	R-HSA-5632684	1	84	0.397015625671	0.470444847974	PSME4	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5632684
PI Metabolism	Reactome	R-HSA-1483255	1	84	0.397015625671	0.470444847974	ENPP6	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1483255
Toll Like Receptor 10 (TLR10) Cascade	Reactome	R-HSA-168142	1	85	0.400597438267	0.471731562819	ECSIT	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-168142
Toll Like Receptor 5 (TLR5) Cascade	Reactome	R-HSA-168176	1	85	0.400597438267	0.471731562819	ECSIT	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-168176
MyD88 cascade initiated on plasma membrane	Reactome	R-HSA-975871	1	85	0.400597438267	0.471731562819	ECSIT	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-975871
Glucose metabolism	Reactome	R-HSA-70326	1	85	0.400597438267	0.471731562819	FBP1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-70326
Signaling by NOTCH	Reactome	R-HSA-157118	2	231	0.402394833726	0.47187351528	AGO2|FCER2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-157118
Insulin secretion	KEGG PATHWAY	hsa04911	1	86	0.404158064776	0.47187351528	CCKAR	http://www.genome.jp/kegg-bin/show_pathway?hsa04911/hsa:886%09red
Protein-protein interactions at synapses	Reactome	R-HSA-6794362	1	86	0.404158064776	0.47187351528	SYT9	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-6794362
Regulation of PLK1 Activity at G2/M Transition	Reactome	R-HSA-2565942	1	86	0.404158064776	0.47187351528	CEP63	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2565942
